,Player,G,MP,FG,FGA,3P,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FT%,FG%,d_FG%,d_FT%
216,DeJon Jarreau,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
217,Ty Jerome,16.0,211.0,35.0,92.0,1.125,18.0,22.0,6.0,15.0,1.3125,1.1875,0.75,0.125,0.25,21.0,6.625,81.81818181818181,38.04347826086956,-218.57305916196276,121.7933167545319
218,Isaiah Joe,12.0,118.0,15.0,44.0,0.8333333333333334,4.0,4.0,2.0,14.0,1.3333333333333333,0.5,0.0,0.0,0.3333333333333333,8.0,3.6666666666666665,100.0,34.09090909090909,-152.96270576167677,99.79245422827984
219,Alize Johnson,13.0,97.0,12.0,21.0,0.0,3.0,5.0,13.0,17.0,2.3076923076923075,0.6153846153846154,0.23076923076923078,0.0,0.46153846153846156,12.0,2.076923076923077,60.0,57.142857142857146,154.2532120140352,-45.15565932879012
220,Cameron Johnson,19.0,422.0,57.0,142.0,1.7894736842105263,14.0,19.0,6.0,56.0,3.263157894736842,1.2105263157894737,0.7368421052631579,0.21052631578947367,0.5789473684210527,25.0,8.526315789473685,73.6842105263158,40.140845070422536,-236.41193106210557,-19.147462832599444
221,David Johnson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
222,Jalen Johnson,7.0,19.0,5.0,10.0,0.2857142857142857,2.0,2.0,0.0,5.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,2.0,100.0,50.0,28.557885958228937,49.89622711413992
223,James Johnson,11.0,168.0,17.0,41.0,0.18181818181818182,3.0,10.0,8.0,28.0,3.272727272727273,1.5454545454545454,0.45454545454545453,0.2727272727272727,0.5454545454545454,23.0,3.5454545454545454,30.0,41.46341463414634,-48.02513896153385,-135.15565932879014
224,Keldon Johnson,18.0,562.0,106.0,230.0,1.1111111111111112,39.0,60.0,20.0,97.0,6.5,2.0555555555555554,1.0,0.2222222222222222,1.4444444444444444,28.0,15.055555555555555,65.0,46.08695652173913,190.64457361880153,-392.0235712742716
225,Keon Johnson,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
226,Nikola Jokic,14.0,454.0,144.0,243.0,1.7857142857142858,56.0,75.0,38.0,152.0,13.571428571428571,6.357142857142857,1.2142857142857142,0.9285714285714286,3.2142857142857144,41.0,26.357142857142858,74.66666666666667,59.25925925925926,2155.8004489303266,-21.572307470748683
227,Damian Jones,8.0,65.0,10.0,15.0,0.125,5.0,9.0,10.0,12.0,2.75,0.5,0.0,0.25,0.25,8.0,3.25,55.55555555555556,66.66666666666667,223.7824385831246,-97.48165443687242
228,Derrick Jones Jr.,16.0,273.0,39.0,66.0,0.25,24.0,29.0,22.0,37.0,3.6875,0.5,0.5625,0.8125,0.4375,37.0,6.625,82.75862068965517,59.09090909090909,577.2969650196403,184.9616219214032
229,Herb Jones,18.0,463.0,46.0,97.0,0.2777777777777778,11.0,14.0,22.0,37.0,3.2777777777777777,1.6666666666666667,1.3888888888888888,0.6666666666666666,1.2777777777777777,56.0,6.0,78.57142857142857,47.422680412371136,144.17584978477848,38.714963413483815
230,Kai Jones,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,,100.0,55.71157719164579,
231,Tre Jones,16.0,140.0,28.0,49.0,0.0,8.0,8.0,1.0,14.0,0.9375,1.3125,0.25,0.0,0.5625,10.0,4.0,100.0,57.142857142857146,359.9241613660821,199.58490845655967
232,Tyus Jones,19.0,298.0,46.0,90.0,0.9473684210526315,7.0,8.0,3.0,36.0,2.0526315789473686,3.0526315789473686,0.631578947368421,0.10526315789473684,0.5789473684210527,7.0,6.157894736842105,87.5,51.111111111111114,313.8436619268175,87.13679489948971
233,DeAndre Jordan,18.0,251.0,41.0,59.0,0.0,5.0,8.0,33.0,79.0,6.222222222222222,0.3888888888888889,0.2777777777777778,0.8333333333333334,0.7777777777777778,32.0,4.833333333333333,62.5,69.49152542372882,1033.3272072303587,-62.759432214650204
234,Cory Joseph,19.0,416.0,46.0,102.0,0.5789473684210527,30.0,36.0,7.0,26.0,1.736842105263158,3.526315789473684,0.8947368421052632,0.15789473684210525,1.4736842105263157,29.0,7.0,83.33333333333333,45.09803921568628,37.242354737274994,248.44340671209864
235,Georgios Kalaitzakis,8.0,47.0,5.0,11.0,0.25,4.0,9.0,4.0,4.0,1.0,0.0,0.125,0.125,0.5,8.0,2.0,44.44444444444444,45.45454545454545,5.830613230956203,-122.42976799394239
236,Frank Kaminsky,9.0,181.0,36.0,66.0,0.5555555555555556,18.0,20.0,11.0,30.0,4.555555555555555,1.4444444444444444,0.8888888888888888,0.7777777777777778,0.5555555555555556,14.0,10.555555555555555,90.0,54.54545454545455,369.253142535612,269.0660440272593
237,Enes Kanter,9.0,101.0,13.0,32.0,0.1111111111111111,11.0,13.0,21.0,26.0,5.222222222222222,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.7777777777777778,12.0,4.222222222222222,84.61538461538461,40.625,-47.624496508604764,105.1984798970003
238,Luke Kennard,19.0,524.0,66.0,160.0,2.473684210526316,8.0,8.0,4.0,59.0,3.3157894736842106,2.1052631578947367,0.7894736842105263,0.10526315789473684,0.6842105263157895,29.0,9.842105263157896,100.0,41.25,-200.53590535137803,199.58490845655967
239,Corey Kispert,17.0,214.0,22.0,58.0,0.47058823529411764,8.0,10.0,8.0,24.0,1.8823529411764706,0.5882352941176471,0.23529411764705882,0.17647058823529413,0.35294117647058826,8.0,3.5294117647058822,80.0,37.93103448275862,-139.86254316310306,39.584908456559674
240,Maxi Kleber,8.0,169.0,18.0,41.0,1.625,7.0,8.0,8.0,37.0,5.625,1.125,0.625,1.125,0.5,16.0,7.0,87.5,43.90243902439025,-6.947708111351375,87.13679489948971
241,Nathan Knight,8.0,21.0,4.0,4.0,0.0,6.0,8.0,1.0,4.0,0.625,0.375,0.125,0.125,0.25,2.0,1.75,75.0,100.0,222.84630876658315,-0.31131865758024446
242,Kevin Knox,4.0,15.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,0.5,0.25,0.0,0.0,0.5,1.0,0.75,50.0,25.0,-19.288422808354213,-25.05188644293004
243,John Konchar,17.0,242.0,23.0,49.0,0.29411764705882354,3.0,8.0,16.0,40.0,3.2941176470588234,1.1176470588235294,0.5882352941176471,0.23529411764705882,0.5882352941176471,21.0,3.176470588235294,37.5,46.93877551020408,60.95811214254698,-112.65565932879012
244,Furkan Korkmaz,18.0,458.0,66.0,173.0,1.9444444444444444,17.0,22.0,6.0,48.0,3.0,2.8333333333333335,0.7777777777777778,0.16666666666666666,1.0,16.0,10.222222222222221,77.27272727272727,38.15028901734104,-405.1168302068695,37.754294106552834
245,Vit Krejci,3.0,9.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,100.0,0.0,-0.0,49.89622711413992
246,Jonathan Kuminga,12.0,98.0,14.0,37.0,0.08333333333333333,8.0,13.0,7.0,14.0,1.75,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.6666666666666666,17.0,3.0833333333333335,61.53846153846154,37.83783783783784,-90.30818958722924,-108.107399235748
247,Kyle Kuzma,19.0,623.0,92.0,221.0,2.1052631578947367,23.0,40.0,21.0,154.0,9.210526315789474,2.6315789473684212,0.5789473684210527,0.6842105263157895,2.1578947368421053,42.0,13.0,57.5,41.6289592760181,-244.67064497492228,-403.69338818739095
248,Jeremy Lamb,15.0,209.0,35.0,82.0,1.2666666666666666,26.0,26.0,2.0,35.0,2.466666666666667,1.1333333333333333,0.4666666666666667,0.4,0.5333333333333333,15.0,7.666666666666667,100.0,42.68292682926829,-56.1923592680073,648.650952483819
249,Jock Landale,5.0,16.0,5.0,7.0,0.2,2.0,3.0,2.0,0.0,0.4,0.4,0.0,0.2,0.2,1.0,2.6,66.66666666666667,71.42857142857143,135.7007431010861,-16.77043955252674
250,Romeo Langford,16.0,297.0,28.0,70.0,0.875,6.0,9.0,13.0,33.0,2.875,0.5625,0.4375,0.125,0.5,22.0,4.75,66.66666666666667,40.0,-120.07583863391795,-50.311318657580216
251,Zach LaVine,20.0,692.0,190.0,389.0,2.85,79.0,91.0,8.0,96.0,5.2,3.75,0.5,0.35,2.7,28.0,25.8,86.81318681318682,48.84318766066838,865.4053219396912,929.1427292502854
252,Jake Layman,7.0,34.0,3.0,10.0,0.14285714285714285,0.0,0.0,1.0,4.0,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,1.0,,30.0,-42.86526842506264,
253,Damion Lee,15.0,315.0,49.0,112.0,1.2666666666666666,17.0,21.0,5.0,38.0,2.8666666666666667,1.2,0.2,0.13333333333333333,0.6666666666666666,20.0,8.933333333333334,80.95238095238095,43.75,-26.38271760935642,100.30840666066544
254,Saben Lee,8.0,93.0,10.0,29.0,0.25,6.0,10.0,1.0,11.0,1.5,1.375,0.875,0.125,0.625,4.0,3.5,60.0,34.48275862068966,-98.05664187664554,-90.31131865758024
255,Alex Len,12.0,215.0,32.0,58.0,0.4166666666666667,17.0,25.0,12.0,40.0,4.333333333333333,1.1666666666666667,0.16666666666666666,1.25,1.0833333333333333,37.0,7.166666666666667,68.0,55.172413793103445,348.28771151197543,-119.88206952981069
256,Caris LeVert,13.0,338.0,76.0,184.0,1.0769230769230769,19.0,26.0,4.0,35.0,3.0,3.0,0.7692307692307693,0.5384615384615384,1.4615384615384615,26.0,14.23076923076923,73.07692307692308,41.30434782608695,-226.7896986523117,-37.52430395413225
257,Kira Lewis Jr.,18.0,273.0,45.0,118.0,0.6111111111111112,5.0,7.0,5.0,29.0,1.8888888888888888,2.111111111111111,0.5555555555555556,0.0,1.3888888888888888,17.0,5.888888888888889,71.42857142857143,38.13559322033898,-276.87733146068535,-18.11657507179305
258,Damian Lillard,19.0,683.0,142.0,356.0,2.8421052631578947,80.0,88.0,8.0,65.0,3.8421052631578947,7.947368421052632,0.6842105263157895,0.3684210526315789,2.6315789473684212,28.0,22.0,90.9090909090909,39.8876404494382,-624.9110949660736,1268.5763572928693
259,Nassir Little,20.0,443.0,62.0,126.0,0.95,24.0,29.0,29.0,77.0,5.3,0.7,0.8,0.65,0.95,43.0,8.35,82.75862068965517,49.20634920634921,304.9114366756898,184.9616219214032
260,Kevon Looney,19.0,354.0,44.0,82.0,0.0,19.0,33.0,47.0,82.0,6.7894736842105265,1.105263157894737,0.5263157894736842,0.7894736842105263,0.5789473684210527,46.0,5.631578947368421,57.57575757575758,53.65853658536585,412.2850061885121,-332.0464484762768
261,Brook Lopez,1.0,28.0,3.0,9.0,2.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,3.0,0.0,3.0,8.0,,33.333333333333336,-32.86526842506263,
262,Robin Lopez,7.0,90.0,16.0,28.0,0.0,9.0,12.0,11.0,8.0,2.7142857142857144,0.5714285714285714,0.0,0.42857142857142855,0.7142857142857143,8.0,5.857142857142857,75.0,57.142857142857146,205.67094935204693,-0.4669779863703667
263,Didi Louzada,2.0,7.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,
264,Kevin Love,11.0,227.0,39.0,101.0,1.2727272727272727,27.0,29.0,15.0,72.0,7.909090909090909,1.9090909090909092,0.18181818181818182,0.18181818181818182,0.9090909090909091,12.0,10.818181818181818,93.10344827586206,38.613861386138616,-221.30789546640827,487.39216948916464
265,Kyle Lowry,17.0,574.0,71.0,173.0,1.8235294117647058,29.0,32.0,9.0,76.0,5.0,7.470588235294118,1.1764705882352942,0.35294117647058826,3.176470588235294,49.0,11.882352941176471,90.625,41.040462427745666,-230.60518702320678,451.62029315502883
266,Timothe Luwawu-Cabarrot,13.0,40.0,6.0,17.0,0.3076923076923077,5.0,6.0,0.0,6.0,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0,0.07692307692307693,2.0,1.6153846153846154,83.33333333333333,35.294117647058826,-53.96583096777232,41.40723445201644
267,Trey Lyles,19.0,310.0,48.0,116.0,0.7894736842105263,36.0,47.0,25.0,54.0,4.157894736842105,0.7368421052631579,0.3157894736842105,0.15789473684210525,1.0526315789473684,23.0,7.7368421052631575,76.59574468085107,41.37931034482759,-139.63739824927802,55.57889656515704
268,Theo Maledon,10.0,141.0,8.0,37.0,0.3,7.0,8.0,4.0,14.0,1.8,1.2,0.2,0.0,1.1,8.0,2.6,87.5,21.62162162162162,-181.33440949386073,87.13679489948971
269,Sandro Mamukelashvili,9.0,67.0,7.0,16.0,0.3333333333333333,2.0,3.0,3.0,6.0,1.0,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,5.0,2.111111111111111,66.66666666666667,43.75,-3.7689596584794884,-16.77043955252674
270,Terance Mann,18.0,514.0,66.0,144.0,1.1111111111111112,25.0,30.0,24.0,65.0,4.944444444444445,2.3333333333333335,0.7222222222222222,0.1111111111111111,1.0555555555555556,43.0,9.833333333333334,83.33333333333333,45.833333333333336,101.96409464862212,207.0361722600822
271,Tre Mann,11.0,126.0,24.0,57.0,0.6363636363636364,4.0,8.0,6.0,9.0,1.3636363636363635,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.45454545454545453,16.0,5.363636363636363,50.0,42.10526315789474,-52.39583161102735,-100.20754577172016
272,Boban Marjanovic,9.0,45.0,18.0,26.0,0.0,5.0,10.0,5.0,7.0,1.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.5555555555555556,11.0,4.555555555555555,50.0,69.23076923076923,448.9622356034703,-125.2594322146502
273,Lauri Markkanen,10.0,312.0,47.0,127.0,1.9,26.0,29.0,14.0,52.0,6.6,1.3,1.1,0.8,0.9,13.0,13.9,89.65517241379311,37.00787401574803,-342.1857932524906,379.6854352424398
274,Naji Marshall,14.0,188.0,16.0,52.0,0.14285714285714285,20.0,22.0,11.0,39.0,3.5714285714285716,1.2142857142857142,0.5,0.21428571428571427,1.0714285714285714,19.0,3.857142857142857,90.9090909090909,30.76923076923077,-216.30707262597508,317.1440893232173
275,Caleb Martin,16.0,261.0,32.0,73.0,0.4375,11.0,19.0,11.0,33.0,2.75,0.5625,1.0,0.5,0.5,23.0,5.125,57.89473684210526,43.83561643835616,-14.489803839937622,-188.7286456090726
276,Cody Martin,21.0,527.0,60.0,127.0,0.8571428571428571,25.0,35.0,28.0,63.0,4.333333333333333,2.3333333333333335,1.3333333333333333,0.5238095238095238,0.42857142857142855,33.0,7.761904761904762,71.42857142857143,47.24409448818898,177.3403007900859,-90.58287535896525
277,Kelan Martin,14.0,238.0,42.0,100.0,0.9285714285714286,5.0,7.0,9.0,19.0,2.0,1.2142857142857142,0.5714285714285714,0.42857142857142855,0.42857142857142855,19.0,7.285714285714286,71.42857142857143,42.0,-96.11375795087693,-18.11657507179305
278,Kenyon Martin Jr.,17.0,259.0,48.0,85.0,0.35294117647058826,12.0,19.0,9.0,40.0,2.8823529411764706,0.8235294117647058,0.47058823529411764,0.5294117647058824,0.47058823529411764,12.0,6.705882352941177,63.1578947368421,56.470588235294116,584.7439404931154,-142.72790047305526
279,Garrison Mathews,5.0,98.0,12.0,30.0,1.6,5.0,6.0,5.0,9.0,2.8,0.6,0.2,0.4,0.4,12.0,7.4,83.33333333333333,40.0,-51.46107370025055,41.40723445201644
280,Tyrese Maxey,19.0,674.0,134.0,268.0,1.263157894736842,63.0,71.0,6.0,61.0,3.526315789473684,4.631578947368421,0.8421052631578947,0.5789473684210527,1.2105263157894737,44.0,18.68421052631579,88.73239436619718,50.0,765.3513436805355,861.8719991658301
281,Skylar Mays,7.0,19.0,4.0,5.0,0.14285714285714285,5.0,5.0,0.0,2.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.2857142857142857,2.0,2.0,100.0,80.0,142.84630876658315,124.7405677853498
282,Miles McBride,6.0,8.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.3333333333333333,,11.11111111111111,-33.1773116972431,
283,CJ McCollum,20.0,708.0,158.0,369.0,3.3,25.0,36.0,23.0,64.0,4.35,4.35,1.05,0.7,1.95,42.0,20.35,69.44444444444444,42.81842818428184,-232.25915060343453,-140.18604996213995
284,T.J. McConnell,21.0,527.0,84.0,166.0,0.3333333333333333,8.0,11.0,15.0,58.0,3.4761904761904763,5.238095238095238,1.0952380952380953,0.42857142857142855,1.2857142857142858,40.0,8.714285714285714,72.72727272727273,50.602409638554214,530.3748937368001,-18.596909725258456
285,Jaden McDaniels,19.0,474.0,48.0,114.0,0.6842105263157895,6.0,10.0,31.0,54.0,4.473684210526316,0.8421052631578947,0.9473684210526315,0.631578947368421,1.0,70.0,6.052631578947368,60.0,42.10526315789474,-104.7916632220547,-90.31131865758024
286,Jalen McDaniels,19.0,260.0,37.0,66.0,0.9473684210526315,14.0,23.0,12.0,46.0,3.0526315789473686,0.9473684210526315,0.3157894736842105,0.21052631578947367,0.5789473684210527,29.0,5.578947368421052,60.869565217391305,56.06060606060606,435.57078033331845,-198.5524971575423
287,Doug McDermott,12.0,307.0,47.0,105.0,2.0833333333333335,6.0,9.0,5.0,22.0,2.25,1.1666666666666667,0.16666666666666666,0.0,0.6666666666666666,15.0,10.416666666666666,66.66666666666667,44.76190476190476,22.25365181687569,-50.311318657580216
288,JaVale McGee,19.0,311.0,87.0,129.0,0.0,20.0,32.0,41.0,94.0,7.105263157894737,0.6842105263157895,0.3684210526315789,0.9473684210526315,1.5789473684210527,50.0,10.210526315789474,62.5,67.44186046511628,2014.3490761382998,-251.03772885860081
289,Rodney McGruder,8.0,43.0,5.0,13.0,0.25,2.0,2.0,2.0,4.0,0.75,0.375,0.0,0.125,0.0,1.0,1.75,100.0,38.46153846153846,-29.134421734078764,49.89622711413992
290,JaQuori McLaughlin,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,
291,Jordan McLaughlin,16.0,165.0,11.0,36.0,0.1875,5.0,7.0,2.0,11.0,0.8125,2.125,0.5625,0.0,0.6875,6.0,1.875,71.42857142857143,30.555555555555557,-151.0615397807852,-18.11657507179305
292,Ben McLemore,5.0,33.0,6.0,15.0,1.0,2.0,2.0,1.0,0.0,0.2,0.2,0.0,0.0,0.6,2.0,3.8,100.0,40.0,-25.730536850125276,49.89622711413992
293,De'Anthony Melton,16.0,412.0,60.0,153.0,1.8125,8.0,10.0,11.0,49.0,3.75,2.25,1.625,0.75,1.5625,29.0,9.8125,80.0,39.21568627450981,-304.36419203066436,39.584908456559674
294,Sam Merrill,6.0,58.0,8.0,24.0,1.1666666666666667,2.0,4.0,1.0,6.0,1.1666666666666667,0.6666666666666666,0.0,0.0,0.3333333333333333,3.0,4.166666666666667,50.0,33.333333333333336,-87.64071580016702,-50.10377288586008
295,Chimezie Metu,9.0,197.0,27.0,72.0,1.3333333333333333,6.0,9.0,6.0,49.0,6.111111111111111,1.0,0.7777777777777778,0.6666666666666666,1.3333333333333333,13.0,8.0,66.66666666666667,37.5,-183.28741582556376,-50.311318657580216
296,Khris Middleton,12.0,360.0,71.0,170.0,1.9166666666666667,40.0,47.0,4.0,58.0,5.166666666666667,4.833333333333333,1.5,0.16666666666666666,3.0,20.0,17.083333333333332,85.1063829787234,41.76470588235294,-179.1839017460902,402.1798614317345
297,Patty Mills,19.0,519.0,83.0,178.0,3.210526315789474,10.0,11.0,5.0,27.0,1.6842105263157894,2.526315789473684,0.5263157894736842,0.15789473684210525,0.7894736842105263,27.0,12.473684210526315,90.9090909090909,46.62921348314607,194.28562600772392,158.57204466160866
298,Paul Millsap,14.0,155.0,14.0,41.0,0.35714285714285715,8.0,11.0,9.0,39.0,3.4285714285714284,0.7142857142857143,0.21428571428571427,0.35714285714285715,0.5,29.0,2.9285714285714284,72.72727272727273,34.146341463414636,-141.98913882915406,-18.596909725258456
299,Shake Milton,15.0,387.0,70.0,153.0,0.8666666666666667,27.0,30.0,10.0,39.0,3.2666666666666666,3.066666666666667,0.5333333333333333,0.4,1.2,30.0,12.0,90.0,45.751633986928105,102.4247825001725,403.5990660408889
300,Davion Mitchell,20.0,503.0,71.0,190.0,1.05,14.0,23.0,14.0,39.0,2.65,3.4,0.7,0.2,0.95,47.0,8.85,60.869565217391305,37.36842105263158,-491.32012465630675,-198.5524971575423
301,Donovan Mitchell,18.0,584.0,153.0,364.0,2.888888888888889,55.0,63.0,19.0,58.0,4.277777777777778,4.944444444444445,1.7222222222222223,0.16666666666666666,2.888888888888889,48.0,22.944444444444443,87.3015873015873,42.032967032967036,-345.084733634238,673.7335472261495
302,Evan Mobley,15.0,506.0,87.0,176.0,0.5333333333333333,37.0,48.0,26.0,94.0,8.0,2.466666666666667,1.0,1.6,1.8,30.0,14.6,77.08333333333333,49.43181818181818,447.47539749136513,75.16353494492165
303,Malik Monk,21.0,503.0,76.0,166.0,1.5714285714285714,19.0,23.0,8.0,46.0,2.5714285714285716,2.142857142857143,0.7142857142857143,0.23809523809523808,1.3333333333333333,28.0,9.714285714285714,82.6086956521739,45.78313253012048,113.59793885423653,143.57937497563347
304,Moses Moody,14.0,85.0,10.0,26.0,0.14285714285714285,1.0,2.0,1.0,10.0,0.7857142857142857,0.21428571428571427,0.0,0.14285714285714285,0.07142857142857142,4.0,1.6428571428571428,50.0,38.46153846153846,-58.26884346815753,-25.05188644293004
305,Ja Morant,19.0,619.0,170.0,357.0,1.631578947368421,87.0,112.0,25.0,81.0,5.578947368421052,6.7894736842105265,1.5789473684210527,0.2631578947368421,3.1578947368421053,25.0,24.105263157894736,77.67857142857143,47.61904761904762,566.2062178178793,228.52159375080092
306,Marcus Morris Sr.,4.0,109.0,13.0,37.0,1.25,4.0,5.0,0.0,11.0,2.75,0.75,0.75,0.75,1.5,13.0,8.75,80.0,35.13513513513514,-118.99273975184798,19.792454228279837
307,Markieff Morris,10.0,187.0,32.0,70.0,0.8,5.0,5.0,13.0,15.0,2.8,1.4,0.3,0.1,1.2,22.0,7.7,100.0,45.714285714285715,45.627612989808085,124.7405677853498
308,Monte Morris,19.0,562.0,94.0,206.0,1.263157894736842,5.0,8.0,6.0,43.0,2.5789473684210527,4.2105263157894735,0.7894736842105263,0.10526315789473684,1.368421052631579,33.0,11.421052631578947,62.5,45.63106796116505,126.20864436421884,-62.759432214650204
309,Mychal Mulder,8.0,92.0,12.0,41.0,1.125,2.0,2.0,2.0,6.0,1.0,0.125,0.25,0.0,0.375,5.0,4.375,100.0,29.26829268292683,-180.24156150512857,49.89622711413992
310,Trey Murphy III,20.0,310.0,31.0,89.0,1.2,9.0,10.0,13.0,36.0,2.45,0.6,0.35,0.2,0.5,21.0,4.75,90.0,34.831460674157306,-293.16582616010413,134.53302201362965
311,Dejounte Murray,18.0,626.0,145.0,324.0,1.2222222222222223,29.0,43.0,14.0,137.0,8.38888888888889,8.055555555555555,2.111111111111111,0.5,2.388888888888889,36.0,18.944444444444443,67.44186046511628,44.75308641975309,67.37622365283706,-220.69075335659912
312,Mike Muscala,15.0,216.0,39.0,87.0,1.6,23.0,29.0,6.0,42.0,3.2,0.6,0.4,0.6666666666666666,0.4666666666666667,20.0,8.333333333333334,79.3103448275862,44.827586206896555,21.02737254315136,97.94454284709181
313,Svi Mykhailiuk,20.0,358.0,50.0,110.0,1.1,18.0,20.0,12.0,34.0,2.3,1.05,0.75,0.05,0.75,26.0,7.0,90.0,45.45454545454545,58.30613230956203,269.0660440272593
314,Abdel Nader,14.0,145.0,12.0,35.0,0.2857142857142857,6.0,10.0,4.0,23.0,1.9285714285714286,0.5,0.5714285714285714,0.2857142857142857,0.7857142857142857,20.0,2.4285714285714284,60.0,34.285714285714285,-120.03250227167914,-90.31131865758024
315,Larry Nance Jr.,20.0,385.0,53.0,97.0,0.55,15.0,23.0,31.0,71.0,5.1,1.5,0.8,0.45,0.9,30.0,6.6,65.21739130434783,54.63917525773196,548.5898798170205,-147.5174270787332
316,RJ Nembhard,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,,100.0,55.71157719164579,
317,Aaron Nesmith,17.0,157.0,16.0,51.0,0.47058823529411764,2.0,2.0,6.0,19.0,1.4705882352941178,0.29411764705882354,0.23529411764705882,0.0,0.47058823529411764,18.0,2.4705882352941178,100.0,31.372549019607842,-206.65398061994193,49.89622711413992
318,Raul Neto,18.0,356.0,54.0,117.0,0.3333333333333333,19.0,26.0,1.0,31.0,1.7777777777777777,2.3333333333333335,0.8333333333333334,0.05555555555555555,1.4444444444444444,34.0,7.388888888888889,73.07692307692308,46.15384615384615,100.7328606565648,-37.52430395413225
319,Georges Niang,19.0,487.0,79.0,182.0,2.210526315789474,22.0,24.0,6.0,48.0,2.8421052631578947,1.736842105263158,0.6842105263157895,0.2631578947368421,0.8421052631578947,56.0,11.68421052631579,91.66666666666667,43.40659340659341,-69.66452273910352,365.5251649222059
320,Zeke Nnaji,7.0,80.0,17.0,34.0,1.2857142857142858,6.0,10.0,9.0,18.0,3.857142857142857,0.0,0.0,0.42857142857142855,0.5714285714285714,4.0,7.0,60.0,50.0,97.09681225797839,-90.31131865758024
321,Nerlens Noel,8.0,198.0,14.0,27.0,0.0,9.0,9.0,20.0,31.0,6.375,0.75,1.25,1.625,1.25,28.0,4.625,100.0,51.851851851851855,105.88800660896699,224.53302201362965
322,Jaylen Nowell,9.0,51.0,10.0,31.0,0.1111111111111111,2.0,2.0,3.0,6.0,1.0,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,2.5555555555555554,100.0,32.25806451612903,-120.3035829222518,49.89622711413992
323,Frank Ntilikina,15.0,213.0,27.0,75.0,0.9333333333333333,12.0,12.0,3.0,26.0,1.9333333333333333,1.4666666666666666,0.6666666666666666,0.2,0.6666666666666666,18.0,5.333333333333333,100.0,36.0,-223.78741582556376,299.3773626848395
324,Jusuf Nurkic,20.0,490.0,93.0,160.0,0.15,50.0,66.0,50.0,168.0,10.9,2.3,1.3,0.55,1.95,57.0,11.95,75.75757575757575,58.125,1286.8016788230582,35.2844657322855
325,David Nwaba,15.0,176.0,23.0,52.0,0.06666666666666667,14.0,22.0,8.0,38.0,3.066666666666667,0.6666666666666666,0.6666666666666666,0.26666666666666666,0.5333333333333333,15.0,4.066666666666666,63.63636363636363,44.23076923076923,-1.32603228445452,-159.81731929192972
326,Jordan Nwora,18.0,358.0,54.0,135.0,1.3888888888888888,11.0,13.0,10.0,57.0,3.7222222222222223,1.2777777777777777,0.2222222222222222,0.5,1.2777777777777777,21.0,8.0,84.61538461538461,40.0,-231.57483165112748,105.1984798970003
327,Royce O'Neale,19.0,589.0,53.0,115.0,1.4736842105263157,10.0,15.0,17.0,73.0,4.7368421052631575,2.1052631578947367,1.6842105263157894,0.7894736842105263,1.2105263157894737,44.0,7.578947368421052,66.66666666666667,46.08695652173913,95.32228680940077,-83.8521977626337
328,Semi Ojeleye,11.0,218.0,12.0,47.0,0.5454545454545454,3.0,5.0,21.0,19.0,3.6363636363636362,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.45454545454545453,17.0,3.0,60.0,25.53191489361702,-225.0780949768463,-45.15565932879012
329,Chuma Okeke,14.0,293.0,38.0,97.0,0.7857142857142857,16.0,17.0,9.0,46.0,3.9285714285714284,1.1428571428571428,0.7142857142857143,0.14285714285714285,0.8571428571428571,20.0,7.357142857142857,94.11764705882354,39.175257731958766,-194.30027290302698,305.0521698542959
