,Player,G,MP,FG,FGA,3P,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FT%,FG%,d_FG%,d_FT%
104,Anthony Davis,20.0,713.0,191.0,374.0,0.35,96.0,131.0,62.0,141.0,10.15,3.1,1.25,2.25,2.1,48.0,24.25,73.2824427480916,51.06951871657754,1295.1893184706557,-169.86659470449058
105,Ed Davis,6.0,67.0,6.0,9.0,0.0,1.0,2.0,4.0,22.0,4.333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,7.0,2.1666666666666665,50.0,66.66666666666667,134.26946314987475,-25.05188644293004
106,Terence Davis,12.0,169.0,24.0,78.0,0.8333333333333334,4.0,6.0,3.0,18.0,1.75,0.75,0.5833333333333334,0.08333333333333333,0.5833333333333334,23.0,5.166666666666667,66.66666666666667,30.76923076923077,-324.46060893896265,-33.54087910505348
107,Gabriel Deck,5.0,23.0,4.0,7.0,0.2,0.0,0.0,1.0,2.0,0.6,0.2,0.2,0.0,0.2,0.0,1.8,,57.142857142857146,51.41773733801173,
108,Dewayne Dedmon,19.0,270.0,37.0,64.0,0.15789473684210525,24.0,30.0,29.0,64.0,4.894736842105263,0.42105263157894735,0.3157894736842105,0.3157894736842105,0.7368421052631579,41.0,5.315789473684211,80.0,57.8125,500.39085609089415,118.75472536967902
109,Sam Dekker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
110,DeMar DeRozan,20.0,695.0,179.0,374.0,0.95,137.0,152.0,13.0,90.0,5.15,4.25,0.95,0.4,2.05,42.0,25.7,90.13157894736842,47.86096256684492,639.4846167698363,2065.9178731080588
111,Hamidou Diallo,13.0,188.0,34.0,65.0,0.23076923076923078,11.0,12.0,15.0,24.0,3.0,0.6923076923076923,0.6923076923076923,0.5384615384615384,0.6923076923076923,22.0,6.3076923076923075,91.66666666666667,52.30769230769231,272.6551629774952,182.76258246110294
112,Gorgui Dieng,19.0,159.0,15.0,40.0,0.21052631578947367,9.0,14.0,19.0,47.0,3.473684210526316,0.6842105263157895,0.2631578947368421,0.2631578947368421,0.5789473684210527,22.0,2.263157894736842,64.28571428571429,37.5,-101.82634212531319,-96.89554941494174
113,Spencer Dinwiddie,17.0,504.0,85.0,210.0,2.0588235294117645,44.0,48.0,11.0,75.0,5.0588235294117645,5.411764705882353,0.29411764705882354,0.17647058823529413,1.7058823529411764,34.0,14.647058823529411,91.66666666666667,40.476190476190474,-324.03974823391775,731.0503298444117
114,Luka Doncic,14.0,493.0,130.0,300.0,2.5714285714285716,54.0,78.0,10.0,107.0,8.357142857142858,8.0,1.2857142857142858,0.7142857142857143,4.285714285714286,33.0,25.0,69.23076923076923,43.333333333333336,-124.161631752714,-314.340329456684
115,Luguentz Dort,18.0,594.0,108.0,250.0,2.3333333333333335,54.0,63.0,15.0,64.0,4.388888888888889,1.8888888888888888,0.7777777777777778,0.2222222222222222,1.6666666666666667,52.0,17.333333333333332,85.71428571428571,43.2,-117.54966330225466,575.7695606532061
116,Ayo Dosunmu,19.0,316.0,46.0,99.0,0.8421052631578947,7.0,11.0,9.0,31.0,2.1052631578947367,0.8947368421052632,0.42105263157894735,0.15789473684210525,0.7894736842105263,24.0,6.052631578947368,63.63636363636363,46.464646464646464,100.10628818944355,-79.90865964596486
117,Devon Dotson,2.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,2.5,1.5,0.0,0.0,0.5,2.0,1.0,,33.333333333333336,-10.955089475020877,
118,Sekou Doumbouya,2.0,16.0,5.0,8.0,0.5,3.0,4.0,2.0,4.0,3.0,0.0,1.5,1.0,1.0,1.0,7.0,75.0,62.5,91.05788595822894,-0.15565932879012223
119,Jeff Dowtin,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,-0.0,
120,PJ Dozier,18.0,340.0,36.0,99.0,0.8333333333333334,10.0,13.0,14.0,49.0,3.5,1.6111111111111112,0.6111111111111112,0.3333333333333333,0.7222222222222222,33.0,5.388888888888889,76.92307692307692,36.36363636363637,-285.2923120098425,18.71190480146879
121,Goran Dragic,5.0,90.0,13.0,34.0,0.8,10.0,10.0,2.0,12.0,2.8,1.8,1.0,0.2,0.2,8.0,8.0,100.0,38.23529411764706,-78.69067297919301,249.4811355706996
122,Andre Drummond,18.0,414.0,50.0,112.0,0.0,25.0,43.0,61.0,140.0,11.166666666666666,2.2777777777777777,1.0555555555555556,1.1111111111111112,1.8333333333333333,51.0,6.944444444444445,58.13953488372093,44.642857142857146,17.721716725146663,-422.80878898022786
123,Chris Duarte,19.0,562.0,100.0,239.0,1.9473684210526316,15.0,22.0,10.0,71.0,4.2631578947368425,1.9473684210526316,0.8421052631578947,0.15789473684210525,1.736842105263158,37.0,13.263157894736842,68.18181818181819,41.84100418410042,-244.74186242537925,-103.0510239166778
124,Kevin Durant,18.0,631.0,185.0,333.0,1.8333333333333333,102.0,119.0,9.0,127.0,7.555555555555555,5.277777777777778,0.5555555555555556,0.6111111111111112,2.9444444444444446,24.0,28.055555555555557,85.71428571428571,55.55555555555556,2084.4195582322486,1087.5647256782781
125,Anthony Edwards,19.0,675.0,158.0,364.0,3.1578947368421053,46.0,62.0,31.0,94.0,6.578947368421052,3.3157894736842106,1.4210526315789473,0.6842105263157895,3.3684210526315788,48.0,22.210526315789473,74.19354838709677,43.40659340659341,-139.32904547820704,-39.483550568330514
126,Kessler Edwards,2.0,12.0,3.0,6.0,1.0,0.0,0.0,1.0,2.0,1.5,0.0,0.0,0.0,0.5,0.0,4.0,,50.0,17.134731574937362,
127,CJ Elleby,8.0,42.0,4.0,13.0,0.125,0.0,0.0,1.0,11.0,1.5,0.375,0.0,0.0,0.375,5.0,1.125,,30.76923076923077,-54.07676815649377,
128,Wayne Ellington,13.0,263.0,28.0,72.0,2.0,4.0,4.0,3.0,20.0,1.7692307692307692,0.6153846153846154,0.15384615384615385,0.07692307692307693,0.46153846153846156,10.0,6.615384615384615,100.0,38.888888888888886,-151.18694974502915,99.79245422827984
129,Joel Embiid,9.0,278.0,60.0,138.0,1.4444444444444444,60.0,77.0,16.0,70.0,9.555555555555555,4.0,0.8888888888888888,1.4444444444444444,3.0,20.0,21.444444444444443,77.92207792207792,43.47826086956522,-48.60971632733964,172.21148874887263
130,Drew Eubanks,18.0,282.0,40.0,76.0,0.0,30.0,38.0,24.0,62.0,4.777777777777778,1.5555555555555556,0.4444444444444444,0.8333333333333334,1.2777777777777777,30.0,6.111111111111111,78.94736842105263,52.63157894736842,333.7262455605682,116.86445934367768
131,Tacko Fall,7.0,19.0,1.0,2.0,0.0,1.0,4.0,1.0,4.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,25.0,50.0,5.711577191645787,-50.05188644293004
132,Derrick Favors,16.0,267.0,41.0,84.0,0.125,8.0,14.0,24.0,56.0,5.0,0.375,0.5,0.125,0.3125,20.0,5.75,57.142857142857146,48.80952380952381,185.3651410479535,-143.27223440058316
133,Bruno Fernando,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,2.0,0.0,,,,
134,Dorian Finney-Smith,17.0,539.0,55.0,136.0,1.6470588235294117,13.0,21.0,31.0,49.0,4.705882352941177,1.1764705882352942,1.4705882352941178,0.5294117647058824,1.0588235294117647,40.0,8.882352941176471,61.904761904761905,40.44117647058823,-211.59854857712895,-170.91261899618576
135,Malik Fitts,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,
136,Malachi Flynn,14.0,100.0,12.0,34.0,0.2857142857142857,2.0,4.0,4.0,12.0,1.1428571428571428,0.7857142857142857,0.5,0.07142857142857142,0.14285714285714285,10.0,2.142857142857143,50.0,35.294117647058826,-107.93166193554464,-50.10377288586008
137,Bryn Forbes,18.0,241.0,39.0,89.0,1.0,6.0,8.0,1.0,18.0,1.0555555555555556,0.5555555555555556,0.3333333333333333,0.05555555555555555,0.8333333333333334,13.0,5.666666666666667,75.0,43.82022471910113,-18.25972548087035,-0.31131865758024446
138,Trent Forrest,13.0,92.0,6.0,10.0,0.0,4.0,4.0,2.0,9.0,0.8461538461538461,0.46153846153846156,0.23076923076923078,0.0,0.38461538461538464,8.0,1.2307692307692308,100.0,60.0,94.26946314987472,99.79245422827984
139,Evan Fournier,19.0,545.0,87.0,214.0,2.473684210526316,21.0,27.0,11.0,47.0,3.0526315789473686,1.7894736842105263,0.8947368421052632,0.21052631578947367,1.263157894736842,30.0,12.736842105263158,77.77777777777777,40.654205607476634,-316.1768964763494,57.243718031802345
140,De'Aaron Fox,20.0,706.0,157.0,363.0,1.1,77.0,106.0,13.0,56.0,3.45,5.75,1.25,0.45,3.1,58.0,20.65,72.64150943396227,43.25068870523416,-162.92425418984809,-185.59902969051836
141,Daniel Gafford,16.0,325.0,58.0,90.0,0.0,18.0,28.0,29.0,53.0,5.125,0.8125,0.625,2.0625,1.0625,38.0,8.375,64.28571428571429,64.44444444444444,1169.0492548932334,-193.79109882988348
142,Danilo Gallinari,17.0,342.0,43.0,107.0,1.2352941176470589,30.0,33.0,11.0,52.0,3.7058823529411766,1.1764705882352942,0.5882352941176471,0.23529411764705882,0.47058823529411764,19.0,8.058823529411764,90.9090909090909,40.18691588785047,-176.36479758166104,475.716133984826
143,Darius Garland,17.0,586.0,116.0,259.0,2.5294117647058822,35.0,41.0,7.0,36.0,2.5294117647058822,6.823529411764706,1.2941176470588236,0.058823529411764705,3.6470588235294117,28.0,18.235294117647058,85.36585365853658,44.78764478764479,57.90974959770662,360.9888525462288
144,Marcus Garrett,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.0,0.0,0.0,1.0,0.0,,0.0,-0.0,
145,Usman Garuba,7.0,45.0,5.0,14.0,0.2857142857142857,0.0,0.0,6.0,12.0,2.5714285714285716,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.2857142857142857,4.0,1.7142857142857142,,35.714285714285715,-42.87068547034249,
146,Luka Garza,11.0,128.0,17.0,38.0,0.45454545454545453,8.0,10.0,11.0,15.0,2.3636363636363638,0.6363636363636364,0.45454545454545453,0.09090909090909091,0.2727272727272727,19.0,4.2727272727272725,80.0,44.73684210526316,7.623128047452063,39.584908456559674
147,Rudy Gay,5.0,86.0,18.0,31.0,2.0,3.0,4.0,2.0,20.0,4.4,0.8,0.0,0.4,0.8,6.0,9.8,75.0,58.064516129032256,247.96967977220478,-0.15565932879012223
148,Paul George,19.0,675.0,178.0,418.0,2.8947368421052633,76.0,85.0,9.0,136.0,7.631578947368421,5.2105263157894735,1.894736842105263,0.47368421052631576,3.9473684210526314,49.0,25.63157894736842,89.41176470588235,42.58373205741627,-303.43495366695373,1091.3507479843754
149,Taj Gibson,10.0,202.0,14.0,29.0,0.0,7.0,8.0,21.0,30.0,5.1,0.8,0.4,1.4,0.9,34.0,3.5,87.5,48.275862068965516,55.82414964855825,87.13679489948971
150,Josh Giddey,19.0,562.0,85.0,211.0,0.9473684210526315,17.0,26.0,31.0,107.0,7.2631578947368425,5.7368421052631575,1.0,0.5789473684210527,2.789473684210526,33.0,10.789473684210526,65.38461538461539,40.28436018957346,-340.34532259636376,-164.34360799134913
151,Shai Gilgeous-Alexander,17.0,593.0,119.0,295.0,2.1176470588235294,68.0,85.0,10.0,79.0,5.235294117647059,4.647058823529412,1.0588235294117647,0.47058823529411764,2.5294117647058822,37.0,20.11764705882353,80.0,40.33898305084746,-469.98333114330353,336.47172188075723
152,Anthony Gill,5.0,31.0,5.0,8.0,0.4,0.0,0.0,4.0,5.0,1.8,0.2,0.0,0.4,0.2,3.0,2.4,,62.5,91.05788595822894,
153,Rudy Gobert,19.0,601.0,103.0,141.0,0.0,85.0,127.0,57.0,224.0,14.789473684210526,0.8421052631578947,0.9473684210526315,2.210526315789474,1.894736842105263,50.0,15.31578947368421,66.92913385826772,73.04964539007092,2962.405925916821,-690.4339696962974
154,Aaron Gordon,19.0,598.0,101.0,196.0,0.9473684210526315,38.0,50.0,39.0,78.0,6.157894736842105,2.1578947368421053,0.5789473684210527,0.8421052631578947,1.5263157894736843,40.0,13.578947368421053,76.0,51.53061224489796,731.4611330909185,36.02831516865845
155,Eric Gordon,15.0,431.0,68.0,150.0,2.066666666666667,26.0,38.0,3.0,30.0,2.2,2.1333333333333333,0.6666666666666666,0.6666666666666666,2.066666666666667,14.0,12.866666666666667,68.42105263157895,45.333333333333336,71.05391569858037,-172.4016790951285
156,Devonte' Graham,18.0,565.0,89.0,232.0,2.888888888888889,36.0,46.0,13.0,33.0,2.5555555555555554,4.833333333333333,1.1666666666666667,0.2222222222222222,2.0,28.0,14.777777777777779,78.26086956521739,38.36206896551724,-527.4454920124907,115.5233924023446
157,Jerami Grant,18.0,588.0,113.0,283.0,1.7777777777777777,85.0,103.0,17.0,68.0,4.722222222222222,2.3333333333333335,1.2777777777777777,0.9444444444444444,1.7777777777777777,38.0,19.055555555555557,82.52427184466019,39.92932862190813,-492.5776430684077,635.1527591470629
158,Danny Green,12.0,280.0,32.0,67.0,2.0833333333333335,4.0,4.0,7.0,22.0,2.4166666666666665,1.0,1.5833333333333333,0.8333333333333334,0.9166666666666666,24.0,7.75,100.0,47.76119402985075,111.12867908788917,99.79245422827984
159,Draymond Green,18.0,540.0,58.0,103.0,0.3333333333333333,25.0,41.0,22.0,122.0,8.0,7.833333333333333,1.1111111111111112,0.9444444444444444,3.0,47.0,8.166666666666666,60.97560975609756,56.310679611650485,697.2908945911838,-351.906917170812
160,Jalen Green,18.0,555.0,87.0,228.0,1.7777777777777777,46.0,57.0,7.0,49.0,3.111111111111111,2.3333333333333335,0.6111111111111112,0.2222222222222222,2.7222222222222223,28.0,14.0,80.70175438596492,38.1578947368421,-533.3559422215536,259.89392537960435
161,JaMychal Green,19.0,284.0,41.0,95.0,0.47368421052631576,14.0,18.0,20.0,49.0,3.6315789473684212,0.8421052631578947,0.8421052631578947,0.3684210526315789,1.3157894736842106,45.0,5.526315789473684,77.77777777777777,43.1578947368421,-46.35165093199651,38.16247868786823
162,Javonte Green,20.0,392.0,42.0,85.0,0.45,16.0,20.0,30.0,57.0,4.35,0.6,0.9,0.35,0.75,40.0,5.45,80.0,49.411764705882355,215.180359696182,79.16981691311935
163,Jeff Green,19.0,443.0,62.0,136.0,0.7368421052631579,42.0,52.0,8.0,42.0,2.6315789473684212,1.0526315789473684,0.2631578947368421,0.42105263157894735,0.8421052631578947,34.0,9.473684210526315,80.76923076923077,45.588235294117645,80.5883741173328,240.12846170463078
164,Josh Green,8.0,39.0,3.0,9.0,0.0,0.0,0.0,4.0,6.0,1.25,0.375,0.125,0.125,0.25,4.0,0.75,,33.333333333333336,-32.86526842506263,
165,Blake Griffin,17.0,369.0,34.0,107.0,0.5294117647058824,16.0,23.0,21.0,63.0,4.9411764705882355,2.0,0.5294117647058824,0.5882352941176471,0.5294117647058824,39.0,5.470588235294118,69.56521739130434,31.77570093457944,-425.4325437083423,-87.78670482601115
166,Quentin Grimes,7.0,40.0,4.0,12.0,0.5714285714285714,0.0,0.0,2.0,4.0,0.8571428571428571,0.0,0.0,0.0,0.2857142857142857,4.0,1.7142857142857142,,33.333333333333336,-43.82035790008351,
167,Tyrese Haliburton,18.0,605.0,86.0,193.0,1.6111111111111112,17.0,22.0,19.0,52.0,3.9444444444444446,5.333333333333333,1.9444444444444444,0.8333333333333334,1.8333333333333333,24.0,12.11111111111111,77.27272727272727,44.55958549222798,23.319990813144102,37.754294106552834
168,R.J. Hampton,20.0,382.0,54.0,132.0,1.15,21.0,37.0,8.0,55.0,3.15,2.35,0.5,0.2,1.5,30.0,7.6,56.75675675675676,40.90909090909091,-182.48392256021853,-384.1977234096389
169,Tim Hardaway Jr.,17.0,564.0,88.0,228.0,2.5294117647058822,31.0,40.0,4.0,64.0,4.0,2.5294117647058822,0.8235294117647058,0.058823529411764705,0.5294117647058824,37.0,14.705882352941176,77.5,38.59649122807018,-500.88997906499503,75.89152026916874
170,James Harden,19.0,665.0,111.0,268.0,2.8421052631578947,118.0,132.0,18.0,126.0,7.578947368421052,9.157894736842104,1.4210526315789473,0.7368421052631579,4.894736842105263,46.0,20.736842105263158,89.39393939393939,41.417910447761194,-318.62687202582504,1692.3622482191033
171,Maurice Harkless,16.0,327.0,25.0,65.0,0.5625,8.0,11.0,3.0,42.0,2.8125,0.5625,0.5,0.5,0.4375,25.0,4.1875,72.72727272727273,38.46153846153846,-145.6721086703938,-18.596909725258456
172,Montrezl Harrell,19.0,525.0,120.0,185.0,0.05263157894736842,81.0,103.0,53.0,114.0,8.789473684210526,2.1578947368421053,0.5789473684210527,0.7368421052631579,1.263157894736842,38.0,16.94736842105263,78.64077669902913,64.86486486486487,2469.173046781279,290.7001107440264
173,Gary Harris,14.0,323.0,33.0,92.0,0.5714285714285714,3.0,4.0,13.0,12.0,1.7857142857142858,1.7142857142857142,0.35714285714285715,0.07142857142857142,1.0,23.0,5.5,75.0,35.869565217391305,-277.82230050177594,-0.15565932879012223
174,Joe Harris,14.0,423.0,56.0,124.0,2.9285714285714284,5.0,6.0,5.0,51.0,4.0,1.0,0.5,0.14285714285714285,1.1428571428571428,31.0,11.285714285714286,83.33333333333333,45.16129032258065,48.88058079668036,41.40723445201644
175,Tobias Harris,11.0,365.0,91.0,182.0,1.4545454545454546,29.0,34.0,11.0,80.0,8.272727272727273,4.090909090909091,0.18181818181818182,0.5454545454545454,2.0,16.0,20.636363636363637,85.29411764705883,50.0,519.7535244397667,297.02470491973475
176,Josh Hart,17.0,515.0,74.0,145.0,0.8823529411764706,37.0,44.0,17.0,85.0,6.0,3.6470588235294117,0.9411764705882353,0.4117647058823529,1.3529411764705883,46.0,11.764705882352942,84.0909090909091,51.03448275862069,499.20843631971934,334.44383797522494
177,Isaiah Hartenstein,18.0,287.0,56.0,87.0,0.05555555555555555,20.0,30.0,34.0,58.0,5.111111111111111,1.5,0.8888888888888888,1.0,1.0,46.0,7.388888888888889,66.66666666666667,64.36781609195403,1124.4460238815896,-167.7043955252674
178,Udonis Haslem,4.0,17.0,3.0,6.0,0.0,0.0,0.0,1.0,4.0,1.25,0.25,0.0,0.25,0.0,5.0,1.5,,50.0,17.134731574937362,
179,Sam Hauser,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,,0.0,-0.0,
180,Jaxson Hayes,17.0,217.0,34.0,69.0,0.058823529411764705,26.0,34.0,23.0,35.0,3.411764705882353,0.23529411764705882,0.23529411764705882,0.7058823529411765,0.6470588235294118,28.0,5.588235294117647,76.47058823529412,49.27536231884058,169.55594335653643,36.886246601465956
181,Killian Hayes,14.0,347.0,28.0,89.0,1.0,9.0,10.0,11.0,38.0,3.5,3.5,1.5714285714285714,0.35714285714285715,1.7857142857142858,36.0,5.642857142857143,90.0,31.46067415730337,-359.1769622294236,134.53302201362965
182,Gordon Hayward,21.0,706.0,127.0,274.0,1.8095238095238095,61.0,71.0,18.0,87.0,5.0,3.4761904761904763,0.8571428571428571,0.5714285714285714,2.0476190476190474,37.0,16.80952380952381,85.91549295774648,46.35036496350365,261.86665370397867,662.6799974038028
183,Aaron Henry,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,
184,Juan Hernangomez,11.0,39.0,3.0,14.0,0.09090909090909091,4.0,5.0,3.0,7.0,0.9090909090909091,0.0,0.36363636363636365,0.0,0.2727272727272727,3.0,1.0,80.0,21.428571428571427,-68.57955413934836,19.792454228279837
185,Willy Hernangomez,7.0,83.0,23.0,33.0,0.2857142857142857,11.0,14.0,7.0,28.0,5.0,1.7142857142857142,0.5714285714285714,0.2857142857142857,0.8571428571428571,11.0,8.428571428571429,78.57142857142857,69.6969696969697,584.3965784381562,38.714963413483815
186,Tyler Herro,18.0,604.0,149.0,328.0,2.9444444444444446,41.0,47.0,13.0,90.0,5.722222222222222,3.7222222222222223,0.5555555555555556,0.05555555555555555,2.888888888888889,24.0,21.77777777777778,87.23404255319149,45.426829268292686,169.62256253083245,499.46840052071923
187,Buddy Hield,20.0,585.0,117.0,290.0,4.2,31.0,38.0,15.0,72.0,4.35,2.2,0.7,0.25,1.65,42.0,17.45,81.57894736842105,40.3448275862069,-461.40064099123595,202.33888869022144
188,George Hill,19.0,515.0,54.0,118.0,1.0,14.0,15.0,18.0,50.0,3.5789473684210527,2.6315789473684212,0.7894736842105263,0.15789473684210525,1.0,36.0,7.421052631578948,93.33333333333333,45.76271186440678,79.61160902683875,255.94025646564603
189,Solomon Hill,9.0,96.0,2.0,14.0,0.2222222222222222,0.0,0.0,3.0,12.0,1.6666666666666667,1.1111111111111112,0.3333333333333333,0.2222222222222222,0.1111111111111111,14.0,0.6666666666666666,,14.285714285714286,-60.005417045279856,
190,Aaron Holiday,19.0,336.0,41.0,101.0,0.5789473684210527,10.0,13.0,4.0,28.0,1.6842105263157894,1.8421052631578947,0.5263157894736842,0.3684210526315789,1.2105263157894737,31.0,5.421052631578948,76.92307692307692,40.59405940594059,-151.46889949895848,18.71190480146879
191,Jrue Holiday,14.0,427.0,79.0,188.0,1.7142857142857142,17.0,25.0,8.0,54.0,4.428571428571429,5.642857142857143,1.4285714285714286,0.42857142857142855,2.642857142857143,26.0,14.214285714285714,68.0,42.02127659574468,-179.10455079615303,-119.88206952981069
192,Justin Holiday,21.0,584.0,72.0,180.0,2.380952380952381,8.0,11.0,6.0,53.0,2.8095238095238093,1.619047619047619,0.5238095238095238,0.19047619047619047,1.0,44.0,9.619047619047619,72.72727272727273,40.0,-308.7664422015033,-18.596909725258456
193,Richaun Holmes,18.0,493.0,109.0,157.0,0.1111111111111111,40.0,47.0,50.0,127.0,9.833333333333334,1.1666666666666667,0.3333333333333333,1.0,1.6111111111111112,57.0,14.444444444444445,85.1063829787234,69.4267515923567,2740.0778374562706,402.1798614317345
194,Rodney Hood,13.0,191.0,15.0,42.0,0.7692307692307693,7.0,7.0,3.0,22.0,1.9230769230769231,0.7692307692307693,0.3076923076923077,0.0,0.15384615384615385,12.0,3.6153846153846154,100.0,35.714285714285715,-128.61205641102745,174.6367948994897
195,Al Horford,17.0,491.0,77.0,172.0,1.2352941176470589,33.0,40.0,27.0,112.0,8.176470588235293,3.3529411764705883,0.8235294117647058,1.7058823529411764,1.1176470588235294,38.0,12.235294117647058,82.5,44.76744186046512,36.88446701253982,245.78774738330867
196,Talen Horton-Tucker,8.0,245.0,35.0,93.0,1.125,16.0,16.0,6.0,35.0,5.125,2.5,1.0,0.5,1.5,24.0,11.875,100.0,37.634408602150536,-232.89049721712868,399.16981691311935
197,Danuel House,11.0,139.0,15.0,47.0,0.7272727272727273,11.0,12.0,2.0,26.0,2.5454545454545454,0.9090909090909091,0.45454545454545453,0.36363636363636365,0.9090909090909091,9.0,4.454545454545454,91.66666666666667,31.914893617021278,-185.60293786999404,182.76258246110294
198,Dwight Howard,19.0,258.0,31.0,47.0,0.2631578947368421,24.0,39.0,25.0,68.0,4.894736842105263,0.42105263157894735,0.7894736842105263,0.5789473684210527,0.8947368421052632,34.0,4.7894736842105265,61.53846153846154,65.95744680851064,671.7397440048492,-324.322197707244
199,Markus Howard,9.0,48.0,6.0,22.0,0.4444444444444444,4.0,4.0,0.0,1.0,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,1.0,2.2222222222222223,100.0,27.272727272727273,-102.09417321376164,99.79245422827984
200,Kevin Huerter,19.0,471.0,73.0,154.0,1.4736842105263157,6.0,8.0,7.0,59.0,3.473684210526316,2.4210526315789473,0.3157894736842105,0.21052631578947367,1.105263157894737,32.0,9.473684210526315,75.0,47.4025974025974,227.33474537975275,-0.31131865758024446
201,Jay Huff,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,
202,Elijah Hughes,4.0,11.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,100.0,0.0,-0.0,49.89622711413992
203,De'Andre Hunter,11.0,306.0,50.0,111.0,1.3636363636363635,4.0,10.0,4.0,26.0,2.727272727272727,0.6363636363636364,0.6363636363636364,0.2727272727272727,1.2727272727272727,32.0,10.818181818181818,40.0,45.04504504504504,37.83111183454153,-140.20754577172016
204,Chandler Hutchison,3.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.6666666666666666,,100.0,55.71157719164579,
205,Bones Hyland,14.0,216.0,34.0,95.0,1.4285714285714286,13.0,14.0,4.0,24.0,2.0,1.6428571428571428,0.7142857142857143,0.21428571428571427,0.7857142857142857,23.0,7.214285714285714,92.85714285714286,35.78947368421053,-288.9642702208853,231.46833338476665
206,Serge Ibaka,5.0,52.0,5.0,19.0,0.2,5.0,8.0,4.0,8.0,2.4,0.6,0.2,0.6,0.8,9.0,3.2,62.5,26.31578947368421,-89.86316667335002,-62.759432214650204
207,Andre Iguodala,12.0,250.0,18.0,43.0,0.4166666666666667,4.0,6.0,8.0,34.0,3.5,3.75,0.75,0.8333333333333334,0.75,12.0,3.75,66.66666666666667,41.86046511627907,-43.70323845735251,-33.54087910505348
208,Joe Ingles,19.0,468.0,49.0,113.0,1.7894736842105263,5.0,6.0,9.0,48.0,3.0,3.1578947368421053,0.5789473684210527,0.15789473684210525,1.0,32.0,7.2105263157894735,83.33333333333333,43.36283185840708,-45.35395654740965,41.40723445201644
209,Brandon Ingram,14.0,492.0,113.0,268.0,1.8571428571428572,52.0,61.0,12.0,80.0,6.571428571428571,4.5,0.2857142857142857,0.35714285714285715,3.5,32.0,21.714285714285715,85.24590163934427,42.16417910447761,-240.03953853805595,530.0887902135398
210,Frank Jackson,19.0,401.0,62.0,154.0,1.5789473684210527,24.0,29.0,5.0,20.0,1.3157894736842106,0.5789473684210527,0.5263157894736842,0.2631578947368421,0.8421052631578947,28.0,9.368421052631579,82.75862068965517,40.25974025974026,-249.77831801406495,184.9616219214032
211,Isaiah Jackson,3.0,16.0,1.0,5.0,0.0,1.0,2.0,1.0,4.0,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.0,4.0,1.0,50.0,20.0,-24.288422808354213,-25.05188644293004
212,Jaren Jackson Jr.,19.0,509.0,96.0,242.0,2.0526315789473686,51.0,58.0,23.0,82.0,5.526315789473684,1.0,0.8947368421052632,1.9473684210526316,1.4736842105263157,63.0,14.842105263157896,87.93103448275862,39.66942148760331,-443.4241267920868,656.8365500312575
213,Josh Jackson,17.0,347.0,50.0,120.0,0.9411764705882353,23.0,33.0,11.0,50.0,3.588235294117647,1.8235294117647058,0.35294117647058826,0.47058823529411764,1.3529411764705883,31.0,8.176470588235293,69.6969696969697,41.666666666666664,-131.0878070843774,-123.16308515708778
214,Reggie Jackson,19.0,650.0,132.0,327.0,3.0526315789473686,28.0,33.0,12.0,57.0,3.6315789473684212,3.8947368421052633,0.6842105263157895,0.10526315789473684,1.9473684210526316,29.0,18.42105263157895,84.84848484848484,40.36697247706422,-517.6314437302785,274.3047553555345
215,LeBron James,10.0,369.0,94.0,199.0,2.8,35.0,45.0,5.0,47.0,5.2,6.6,1.8,0.7,3.9,24.0,25.1,77.77777777777777,47.23618090452261,277.0892610398296,95.40619671967058
